Nº RNC	DESENHO	MP	REVISÃO	POS	CV	EQUIPAMENTO	CONJUNTO	MODELO	DESCRIÇÃO DO DESENHO	QUANTIDADE	CLIENTE	MATERIAL	ORDEM DE COMPRA	RESPONSÁVEL	INSPETOR	DATA EMISSÃO	ÁREA RESPONSÁVEL	SETOR	DESCRIÇÃO DA RNC	INSTRUÇÃO PARA RETRABALHO	CAUSA DA RNC	JUSTIFICATIVA	VALOR
32619	P38401H8201G006	1	0		041.107	Rolo guia	Mancal		Tampa externa LA	01	Sengés	ENGJL-200		Fundição Campos Gerais	Ronaldo	14-Aug-24	Terceiros		Modelo deslocado.	Nova.	Erro.		R$ 100.00
32620	P4440011I571M008	1	1		040.937	Cilindro secador 3000	Mancal LC/LA		Encosto do rolamento	02	Vinhedos	SAE1020		João Vitor Pucci	Ronaldo	14-Aug-24	Engenharia		Alterado quantidade de 01 para 02. (LA e LC)	Conforme R1.	Alteração projeto.		R$ 100.00
32621	P40100A0001G053		1		040.490	Mesa de giro	Montagem		Chapa mesa de elevação	01	Suzano	SAE1020		Mário Dolato Neto	Ronaldo	14-Aug-24	Engenharia		"Aumento de chapa posição 1 para 220 x 220, aumento do furo para rolamento para Ø28mm."	Conforme R1.	Alteração de projeto.		R$ 100.00
32622	P40100A0001G073		2		040.490	Mesa de giro	Montagem		Carcaça	01	Suzano	SAE1020		Mário Dolato Neto	Ronaldo	14-Aug-24	Engenharia		Aumentar furação para Ø30mm.	Conforme R2.	Alteração projeto.		R$ 100.00
32623	P40100A0001G025		1		040.490	Mesa de giro	Montagem		Chapa base da carcaça	01	Suzano	SAE1020		Mário Dolato Neto	Ronaldo	14-Aug-24	Engenharia		Alterado chapa para 210x210 e furação para Ø17mm.	Conforme R1.	Alteração de projeto.		R$ 100.00
32624	P40100A0001G014		1		040.490	Mesa de giro	Montagem		Tampa fechamento	08	Suzano	SAE1020		Mário Dolato Neto	Ronaldo	14-Aug-24	Engenharia		Aumento peça para 35x35 e altura da furação.	Conforme R1.	Alteração projeto.		R$ 100.00
32625	P0100A0001G076		2		040.490	Mesa de giro	Montagem		Chapa 244x290	01	Suzano	SAE1020		Mário Dolato Neto	Ronaldo	14-Aug-24	Engenharia		Alterado rosca para M16 e alterado rebaixo para Ø17.	Conforme R2.	Alteração.		R$ 100.00
32626	P09102L2401E003	2	1		032.022	Desenrolador duplo	Estrutura		Longarina LC	01	Damapel	SAE1020		Luiz Guilherme Souza	Ronaldo	14-Aug-24	Engenharia		"Alterações peças posição 03, 11, 16 e 19 alteardo como detalhe de corte."	Conforme R1.	Alteração de projeto.		R$ 100.00
32627	P09102L2401E004	2	1		032.022	Desenrolador duplo	Estrutura		Longarina	01	Damapel	SAE1020		Luiz Guilherme Souza	Ronaldo	14-Aug-24	Engenharia		"Alteração nas peças posição 3,10,14 e 16, alterado para detalhe de corte."	Conforme R1.	Alteração de projeto.		R$ 100.00
32628	D00400V0001G002		0		041.299	Carregador automotivo	Caixa para carregador		Tampo acrilico	01	Ippel	Acrílico		Ezequias da Silva Oliveira	Ronaldo	15-Aug-24	Produção	Usinagem Plana	Quebrou a peça na furação Ø6mm.	Nova.			R$ 100.00
32629	P00003A4408H006	2	0		032.022	Baixador de bobinas	Cilindro Ø80		Cabeçote traseiro	02	Damapel	SAE1020		Mário Dolato Neto	Ronaldo	15-Aug-24	Engenharia		"Pediu furação Ø24,5 para rosca 3/4"" BSP e o correto é 24,3mm."	Corrigir.	Erro.		R$ 100.00
32630	P12201B2101R017	16	0		040.584	Desagregador quebra	Rotativo	MI 1981	Tampa externa	01	Klabin T.B.	ENGJL250		Cláudio Brandão	Ronaldo	15-Aug-24	Engenharia		"Pediu Ø340mm (-0,1 /+0,2) e o correto é (-0,1 /-0,2)."	Corrigir cota.	Erro.		R$ 100.00
32631	P00000K1901E054	1	0		041.142	Passagem de ponta da enroladeira	Esticador horizontal		Suporte mod.1	02	ADF	SAE1020		Leonel Joselei da Silva	Ronaldo	16-Aug-24	Produção	Usinagem Plana	Pedia no desenho furação centralizado e foi furado 10mm fora de centro.	Soldar e refurar.	Erro.		R$ 100.00
32632	P19701I8403X002	1	01		040.562	Cilindro secador	Extração condensado		Tubo extração	01	Isidoro e Moraes	SAE1020		Daiane Pedroso Bueno	Ronaldo	16-Aug-24	Engenharia		Alteração comprimento peça posição 1.	Conforme R1.	Altearção.		R$ 100.00
32633	P44103G6801G002	3	0		041.051	Pichasso PTI2800	Montagem		Polai sincronizadora	02	Valinhos	Comercial		Virgílio	Ronaldo	17-Aug-24	Produção	Usin. Cilíndrica Convencional	"A peça estava 0,01mm fora da tolerância, na correção a peça saiu da plca e danificou um sulco ao cair no chão."	Corrigir marcas.	Marcas em 1 sulco.		R$ 100.00
32634	P23216B2101A000	16	1		040.584	Desagregador	Montagem		Acioanamento	01	Klabin CP			Cláudio Brandão	Ronaldo	16-Aug-24	Engenharia		Alterado parafuso e arruela posição 1 e 2 de M10 para M12.	Conforme R1.	Erro de projeto.		R$ 100.00
32635	P23216B2101A006	16	1		040.584	Desagregador	Acioanamento		Suporte proteção	01	Klabin CP	SAE1020		Cláudio Brandão	Ronaldo	19-Aug-24	Engenharia		Aumentar oblongo em peça conforme detalhe.	Conforme R1.	Erro.		R$ 100.00
32636	P33201M7002B001	1	1		040.811	Rebobinadeira	Montagem		Caçamba	01	Placibras	SAE1020		Matheus de Souza Silva	Ronaldo	19-Aug-24	Engenharia		Correção na indicação de dobra na palnificação.	Conforme R1.	Erro.		R$ 100.00
32637	P401000A0001G000	2			040.490	Mesa de giro	Montagem		Mesa de giro	01	Suzano	SAE1020		Mário Dolato Neto	Ronaldo	19-Aug-24	Engenharia		Alterado. (revisão geral).	Conforme R2.	Alteração.		R$ 100.00
32638	P09102M7001B001	2	2		032.022	Rebobinadeira	Baixador de bobinas		Caçamba	01	Damapel	SAE1020		Mário Dolato Neto	Ronaldo	19-Aug-24	Engenharia		Adicionado cotas afim de facilitar caldeiraria.	Conforme R2.	Alteração.		R$ 100.00
32639	P09102M7001R017	1	1		032.022	Rebobinadeira	Rolo pressor		Viga móvel	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	19-Aug-24	Engenharia		"Revisado posição 3, dividir em 4 partes para dobra."	Conforme R1.	Alteração projeto.		R$ 100.00
32640	P09102M7001E002	2	1		032.022	Rebobinadeira	Estrutura		Coluna traseira	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	19-Aug-24	Engenharia		Alterado comprimento chapa da posição 3 e 4.	Conforme R1.	Alteração projeto.		R$ 100.00
32641	P09102M7001E002	2	2		032.022	Rebobinadeira	Estrutura		Travessa suporte de faca	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	19-Aug-24	Engenharia		"Alterado medida de usiangem, fornecedor do trilho não corta na medida solicitada."	Conforme R1.	Alteração.		R$ 100.00
32642	P09102M7001E007	2	1		032.022	Rebobinadeira	Estrutura		Travesas suporte de faca	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	19-Aug-24	Engenharia		"Alterado medida da posição 1,3 e 5."	Conforme R1.	Alterado projeto.		R$ 100.00
32643	P09102M7001E006	2	1		032.022	Rebobinadeira	Estrutura		Viga traseira	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	19-Aug-24	Engenharia		Alterado medida de dobras psoição 1 e 5.	Conforme R1.	Alteração projeto.		R$ 100.00
32644	P00000k1901L001	1	0		041.142	Passagem ponta enroladeira	Subconjunto polias		Eixo especial Ø45x250	01	ADF	SAE1020		Alisson	Ronaldo	20-Aug-24	Produção	Caldeiraria de Carbono	"Pedia no desenho furo Ø45,2mm e ficocu com 59,4mm."	Nova.	Erro.		R$ 100.00
32646	P09102M7001X010	2	1		032.022	Rebobinadeira	Fixador tubetes		Carro LC	01	Damapel	SAE1020		Cintia das Graças Kosiba	Ronaldo	20-Aug-24	Engenharia		Alterado posição 2.	Conforme R1.	Alteração.	Revisado para usar chapa do estoque.	R$ 100.00
32647	P23700A0006G004		1		040.940	Demuth	Manuntenção rotor		Manutenção corpo do rotor	01	Klabin T.B.	SAE1020		Matheus de Souza Silva	Ronaldo	20-Aug-24	Engenharia		Alterado assento do imetex de Ø275mm para Ø274mm.	Conforme R1.	Erro.		R$ 100.00
32648	P23700A0006G002		1		040.940	Demuth	Picador		Manutenção rotor	01	Klabin T.B.			Matheus de Souza Silva	Ronaldo	20-Aug-24	Engenharia		Alterado imetex de Ø275mm para Ø274mm.	Conforme R1.	Erro.		R$ 100.00
32649	P09102L2401E000	2	1		032.022	Desenrolador duplo	Estrutura		Conjunto	01	Damapel	SAE1020		Luiz Guilherme Souza	Ronaldo	20-Aug-24	Engenharia		Alterações diversas.	Conforme R1.	Erro.		R$ 100.00
32650	P03601N4201G001	3	1		041.128	Picador	Montagem		Bucha roscada	10	B.O Paper	SAE4140		Isabely Barbosa	Ronaldo	21-Aug-24	Engenharia		Retirada a execução de tempera da peça.	Conforme R1.	Alteração de projeto.		R$ 100.00
32652	P0000A0305G006	1	0		031.897	Lábio inferior	Ataudor mecânico		Porca trava	02	ADF	AISI304		Mateus Alves	Ronaldo	22-Aug-24	Produção	Usin. Cilíndrica Convencional	Pedia no desenho 30° e foi usinado com 60°.	Nova.	Erro de usinagem.		R$ 100.00
32653	P444001I57X000	1	1		040.707	Cilindro secador 3000	Montagem		Extração condensado	01	Vinhedos			Daiane Pedroso Bueno	Ronaldo	27-Aug-24	Engenharia		"Corrigido faces da camisa, estava representado a medida bruta, alterado quantidade posição 22 e acrescentado posição 23."	Conforme R1.	Erro.		R$ 100.00
32656	P09102M7001E004	2	1		032.022	Rebobinadeira	Estrutura		Coluna traseira LC	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	22-Aug-24	Engenharia		"A cota em destaque 410, ficou sobre posta a cota 40."	Conforme R1.	Erro de cota.		R$ 100.00
32657	P09102M7001C029	2	1		032.022	Rebobinadeira	Módulo de corte		Escala curso 80mm	02	Damapel	AISI304		Ricardo Mauda	Ronaldo	22-Aug-24	Engenharia		Alterado material de 1020 para 304.	Peça nova.	Erro.		R$ 100.00
32658	P09102M7001C019	2	1		032.022	Rebobinadeira	Suporte rolo curvo		Escala	02	Damapel	AISI304L		Ricardo Mauda	Ronaldo	22-Aug-24	Engenharia		Alterado material de 1020 para 304.	Nova.	Erro.		R$ 100.00
32659	P32101M7001A005	1	0		040.724	Rebobinadeira	Eixo flutuante		Bucha de acoplamento	24	Papelão União	SAE1020		Diogo Borges	Ronaldo	22-Aug-24	Engenharia		"Pediu ajuste Ø11,8 (+0,018 / 0,00)  e parafuso M12."	Reusinar.	Erro.		R$ 100.00
32661	P09102M7001E012	2	1		032.022	Rebobinadeira	Estrutura		Coluna frontal LC	01	Damapel	SAE1020		José Israel	Ronaldo	23-Aug-24	Engenharia		"Eliminado posição 8, alterado medidas da chapa posição 7 de 320x550 para 270 x 290mm."	Conforme R1.	Erro de projeto.		R$ 100.00
32662	P09102M7001E001	2	1		032.022	Rebobinadeira	Estrutura		Coluna frontal LA	01	Damapel	SAE1020		José Israel	Ronaldo	23-Aug-24	Engenharia		Eliminado psoição 8 e  altura de medidas da chapa posição 7 de 320x550 para 270x290.	Conforme R1.	Erro.		R$ 100.00
32663	P09102M7001B004	2	1		032.022	Rebobinadeira	Baixador de bobinas		Suporte cilindro LC	01	Damapel	SAE1020		José Israel	Ronaldo	23-Aug-24	Engenharia		Alterado medidas da chapa posição 1 de 230x252 para 252x510 e acrescentado chapa posição 3.	Conforme R1.	Erro de projeto.		R$ 100.00
32664	P09102M7001B005	2	1		032.022	Rebobinadeira	Baixador de bobinas		Suporte do cilindro	01	Damapel	SAE1020		José Israel	Ronaldo	23-Aug-24	Engenharia		Alterado medida da chapa psoição 1 e acrescentado posição 3.	Conforme R1.	Erro.		R$ 100.00
32665	P19701I8403C001	1	1		040.562	Manutenção cilindro mod.3	Montagem		Alteração tampa LC	01	Isidoro e Moraes			Cida	Ronaldo	26-Aug-24	Engenharia		Abrir novo canal.	Conforme R1.	Erro de cota para usinagem.		R$ 100.00
32666	P09102M7001C013	2	1		032.022	Rebobinadeira	Rolo curvo		Base fixa	01	Damapel	SAE1020		Ricardo Mauda	Ronaldo	26-Aug-24	Engenharia		Adicionado rosca M8 indicado e alterado quantidade de 2 peças para 1 peça.	Conforme R1.	Erro.		R$ 100.00
32667	P09102M7001C017	2	1		032.022	Rebobinadeira	Rolo curvo		Trava base móvel	01	Damapel	SAE1020		Ricardo Mauda	Ronaldo	26-Aug-24	Engenharia		Diminuido a quantidade.	Conforme R1.	Erro.		R$ 100.00
32668	P09102M7001C020	2	2		032.022	Rebobiandeira	Módulo de corte		Suporte LA rolo curvo	01	Damapel	SAE1020		Ricardo Mauda	Ronaldo	26-Aug-24	Engenharia		"Alteração posições 1, 3 e 5."	Conforme R1.	Erro.		R$ 100.00
32669	P09102M7001C023	2	1		032.022	Rebobinadeira	Módulo de corte		Suporte LC rolo curvo	01	Damapel	SAE1020		Ricardo Mauda	Ronaldo	26-Aug-24	Engenharia		"Revisado desenho da posição 1, 3 e 7."	Conforme R1.	Erro.		R$ 100.00
32670	P1970118403X004	1	0		040.562	Manuntenção cilindro secador	Extração condensado		Sapata coletora	01	Isidoro e Moraes	Teflon		Luiz Kenji do Amaral Saito	Ronaldo	27-Aug-24	Produção	Usin. Cilíndrica CNC	Erro de usinagem.	Peça nova.	Erro.		R$ 100.00
32671	P09102L24001S017	2	1		032.022	Desenrolador duplo	Suporte estanga		Berço	02	Damapel	SAE1045		Luiz Guilherme Souza	Ronaldo	27-Aug-24	Engenharia		Alterações de medidas.	Conforme R1.	Alteração projeto.		R$ 100.00
32672	P09102M7001B000	2	1		032.022	Formato	Rebobinadeira		Baixador de bobinas	01	Damapel	SAE1020		José Israel	Ronaldo	27-Aug-24	Engenharia		Revisado posição 5 e 6.	Conforme R1.	Erro.		R$ 100.00
32673	P09102M7001	2	1		032.022	Rebobinadeira	Estrutrura		Viga lateral LC	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	27-Aug-24	Engenharia		Acrescentafdo posição 4 placa do fabricante.	Conforme R1.	Alteração.		R$ 100.00
32674	P09102M7001E007	2	3		032.022	Rebobinadeira	Estrutura		Travessa suporte de faca	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	27-Aug-24	Engenharia		Adicionado rosca M10.	Conforme R1.	Erro.		R$ 100.00
32675	P09102L2401S012	2	1		032.022	Desenrolador duplo	Suporte estanga		Braço amortecedor	01	Damapel	SAE1020		Luiz Guilherme Souza	Ronaldo	27-Aug-24	Engenharia		Modiificação peça da posição 1 e medidas de usinagem.	Conforme R1.	Erro.		R$ 100.00
32676	P09102L02401S013	2	1		032.022	Desenroaldor duplo	Suporte de estanga		Braço amortecedor LA	01	Damapel	SAE1020		Luiz Guilherme Souza	Ronaldo	27-Aug-24	Engenharia		Modiifcação posição 1 e medidas de usinagem.	Conforme R1.	Erro.		R$ 100.00
32677	P09102L2401E016	2	1		032.022	Desenrolador duplo	Estrutura		Coluna supeiror 01 LA	01	Damapel	SAE1020		Luiz Guilherme Souza	Ronaldo	27-Aug-24	Engenharia		Alteração medidas de 715 pra 750mm.	Conforme R1.	Erro.		R$ 100.00
32678	P09102L02401E018	2	1		032.022	Desenrolador duplo	Estrutura		Coluna superior	01	Damapel	SAE1020		Luiz Guilherme Souza	Ronaldo	27-Aug-24	Engenharia		Alteração medida de 1554 para 1534mm.	Conforme R1.	Erro.		R$ 100.00
32681	P0003A4408H007	2	1		032.022	Baixador de bobinas	Haste 56 Ø80		Cabeçote dianteiro	02	Damapel	SAE1020		Mário Dolato Neto	Ronaldo	27-Aug-24	Engenharia		"Alterado furação de Ø24,5 para Ø24,3mm."	Conforme R1.	Erro.		R$ 100.00
32682	P09102M7001R035		1		032.022	Rebobinadeira	Rolo pressor		Suporte articulado cilindro	04	Damapel	SAE1020		Cláudio Brandão	Ronaldo	27-Aug-24	Engenharia		Revisado posição 2.	Conforme R1.	Erro.		R$ 100.00
32683	P09102M7001E003	2	1		032.022	Rebobinadeira	Estrutura		Base LA	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	27-Aug-24	Engenharia		Acrescentado cota 610mm.	Conforme R1.	Erro.		R$ 100.00
32688	P19701H8201C000	1	0		040.563	Setor prensas	Montagem		Recuperação cilindro Ø267	01	Isidoro e Moraes			Paulo Tavares	Ronaldo	28-Aug-24	Compras		"Marcas na camisa do rolo , transporte errado."	Liberado para enviar ao cliente. (André).	Danificou no transporte.		R$ 100.00
32689	P33201H8201C000	1	2		040.705	Setor prensas	"Rolo guia Ø10"""		Cilindro Ø285x2700	02	Placibras	A-106		Paulo Tavares	Ronaldo	28-Aug-24	Compras		"Marcas na camisa dos rolos, transporte errado."	Liberado para enviar ao cliente. (André)	Danificou no transporte.		R$ 100.00
3269	P01300A031G00		2	14	041.793	Atuador mecânico 3T	Atuador		Montagem	01	Alfa e Omega	Comercial		Isabely Barbosa	Ronaldo	10-Dec-24	Engenharia		Alterado a quantidade posição 14.	Conforme R1.	Erro.		R$ 100.00
32690	P33201H8201C002	1	0		040.970	Setor prensas	"Rolo guia Ø10"""		Cilindro Ø268 x 2700	03	Placibras	A-106		Paulo Tavares	Ronaldo	28-Aug-24	Compras		"Marcas na camisa do rolo, transporte errado."	Liberado para enviar para o cliente. (André)	Danificou no transporte.		R$ 100.00
32691	P32900153301G035	1	0		040.651	Prensa aplicadora	Esticador		Porca do fuso	02	Penha CV	Bronze SAE65		Virgílio	Ronaldo	29-Aug-24	Produção	Usin. Cilíndrica Convencional	"Pedia no desenho Ø74mm (-0,1/-0,2)  e ficou com Ø72mm."	Peça nova.	Erro.		R$ 100.00
32697	P38401I8401M004		0		041.017	Cilindro secador 1500	Mancal		"Niple 1""x1/2"" NPT"	01	Sengés	SAE1020		Matheus de Souza Silva	Ronaldo	29-Aug-24	Engenharia		"Pedia rosca Ø1""NPT passo 11,5 e foi feito 14 fios."	Nova.	Erro.		R$ 100.00
32698	P09102M7001F006	2	0		032.022	Rebobinadeira	Passagem de ponta		Guia linear	02	Damapel	Comercial		OBR	Ronaldo	30-Aug-24	Terceiros		Pedia no desenho 1020mm e ficou com 1200mm.	Corrigir comprimento.	Erro de medidas especificadas pelo desenho.		R$ 100.00
327001	P23700A008G005		0		041.255	Válvula rotativa	Manutenção		Bucha de desgastes LA	01	Klabin T.B.	AISI304L		Cláudio Brandão	Ronaldo	02-Sep-24	Engenharia		"Mudar #5/16"" x 85mm para 3/8"" x 85 x 402mm."	Nova.	Erro de projeto.		R$ 100.00
32702	P23700A0008G004		0		041.255	Bucha de desgastes LC	Manutenção		Bucha de desgastes LC	01	Klabin T.B.	AISI304L		Cláudio Brandão	Ronaldo	01-Sep-24	Engenharia		"Mudar #5/16"" para 3/8"" x 85 x 370mm."	Novo.	Erro.		R$ 100.00
32703	P09102L2401D003	2	2		032.022	Desenrolador duplo	Engate rápido		Copro do engate	01	Damapel	SAE1045		Luiz Guilherme Souza	Ronaldo	02-Sep-24	Engenharia		Adicionado cota de usiangem Ø84mm.	Conforme R2.	Falta de cota.		R$ 360.00
32704	P09102M7001E022	02	02		032.022	Rebobinadeira	Estrutura		Viga lateral LC	01	Damapel	SAE1020		Cláudio Brandão	Ronaldo	02-Sep-24	Engenharia		Acrescentado medidas para montagem caldeiraria.	Conforme R2.	Falta de cota.		R$ 100.00
32705	P32101M7001R001	1	1		040.724	Rebobinadeira	Esteira porta cabos		Suporte da esteira	01	Papelão União	SAE1020		Diogo	Ronaldo	03-Sep-24	Engenharia		Revisado dobra para +90° R13.	Conforme R1.	Erro.		R$ 100.00
32706	P19702G8101R033		1		040.961	Rolo de scução	Camisa e ponteiras	MI 2531	Ponteiras LA	01	Isidoro e Moraes	ENGJS700-2		Joacir	Ronaldo	03-Sep-24	Engenharia		Correção na quantidade de roscas M12 no enxaixe do mancal piloto.	Conforme R1.	Alteração.		R$ 100.00
32707	P23700A0006G004		2		040.940	Demuth	Manuntenção rotor		Manuntenção rotor	01	Klabin T.B.	SAE1020		Matheus de Souza Silva	Ronaldo	03-Sep-24	Engenharia		Inclusão usinagem do apoio do imetex Ø272mm.	Conforme R2.	Erro.		R$ 628.00
32708	P03600A0012G012		1		041.266	Dinack coater	Dispositivo regualgem pressão	MI2544	Caixa de redução	03	B.O Paper	ENGS400		Ronival Anauri Ferraz	Ronaldo	03-Sep-24	Produção	Usin. Cilíndrica CNC	Pedia no desenho encaixe de 9mm e ficou com 11mm.	Peça nova.	Erro.		R$ 100.00
32709	P03600A0012G012		2		041.266	Dinamick coater	Dispositivo de regulagem	MI 2544	Caixa de redução	03	B.O Paper	ENGJS400		Diogo	Ronaldo	04-Sep-24	Engenharia		"Revisado tolerânica no Ø80mm pedia (0,00 / +0,02) e (0,00 / +0,20)."	Conforme R2.	Erro.		R$ 100.00
32710	P03600A0013G001		1		041.362	Agitador vertical	Montagem		Hélices	03	B.O Paper	AISI316		Matheus de Souza Silva	Ronaldo	04-Sep-24	Engenharia		Corrigido raio para 4mm.	Conforme R1.	Erro de projeto.		R$ 100.00
32711	P33501L3202E026	2	0		032.022	Rebobinaideira	Viga frontal		Placa Ippel	01	Damapel	SAE1020		Alisson	Ronaldo	04-Sep-24	Produção	Caldeiraria de Carbono	Montou invertido o lado da coluna.	Cortar nova.	Erro.		R$ 100.00
32712	P00003A4408H006	2	1		032.022	Baixador de bobinas	Cilindro Ø80		Cabeçote traseiros	02	Damapel	SAE1020		Silvio Moreira	Ronaldo	04-Sep-24	Produção	Usinagem Plana	Rosca fora de esquadro.	Soldar e refurar.	Erro.		R$ 100.00
32714	P23700A0006G004		3		040.940	Demuth	Manutenção rotor		Manutenção corpo do rotor	01	Klabin T.B.	SAE1020		Matheus de Souza Silva	Ronaldo	05-Sep-24	Engenharia		Diminuição no assento do contra facas de 137mm para 135mm.	Reusinar.	Erro.		R$ 100.00
32715	P23700A0007G000		1		040.999	Picador	Picador		Manutenção do rotor	01	Klabin T.B.	SAE1020		Matheus de Souza Silva	Ronaldo	05-Sep-24	Engenharia		Alterado anel imetex o pedido comercial.	Conforme R1.	Alteração.		R$ 100.00
32716	P23700A0007G002		1		040.999	Picador	Picador		Eixo do rotor	01	Klabin T.B.	SAE4340		Matheus de Souza Silva	Ronaldo	06-Sep-24	Engenharia		"Alterado assento do imetex de Ø163,5mm para Ø170mm e alterado laminado para 7"" conforme solicitado pelo comercial."	Conforme R1.	Alterado projeto.		R$ 100.00
32717	P09102M7001B004		2		032.022	Rebobinadeira	Baixador de bobinas		Suporte cilindro LC	01	Damapel	SAE1020		José Israel	Ronaldo	06-Sep-24	Engenharia		Acrescentado cotas de caldeiraria na peça posição 3.	Conforme R2.	Falta de cotas.		R$ 100.00
32718	P09102M7001B005	2	2		032.022	Rebobinadeira	Baixador de bobinas		Suporte cilindro LA	01	Damapel	SAE1020		José Israel	Ronaldo	06-Sep-24	Engenharia		Acrescentado cotas para caldeiraria na peça 3.	Conforme 2.	Falta de cotas.		R$ 100.00
32720	P37901B8501H002	1	0		040.211	Separador centrifugo	Cone intermediário		Corpo do cone	01	São Carlos	AISI304L		Kadant	Ronaldo	06-Sep-24	Terceiros		Cerâmica veio fora de medidas.	Corrigir cone.	Erro.		R$ 100.00
32721	P03500A0004G001		1		041.210	Depurador	Geral		Recuperação da carcaça	01	B.O Paper	SAE1020		Matheus de Souza Silva	Ronaldo	07-Sep-24	Engenharia		Alteração das bucha de SAE1045 para SAE1020.	Conforme R1.	Alteração do material.		R$ 100.00
32722	P03801C2001M023		1		041.224	Depurador	Manuntenção mancal		Bucha de compensação	01	Bragagnolo	SAE1020		Matheus de Souza Silva	Ronaldo	06-Sep-24	Engenharia		Alterado material de SAE1045 para SAE1020.	Conforme R1.	Alterado material.		R$ 100.00
32723	P37801C0101C007	1	1		041.015	Depurador megasorter	Carcaça		Calha saida de rejeito	01	Tedesco	AISI304L		Isabely Barbosa	Ronaldo	07-Sep-24	Engenharia		Correção de cota.	Conforme R1.	Erro de projeto.		R$ 100.00
